Catcher,Pitcher,Hitter,Pitch type,Thrown strike? (Don't count swings at balls),Swing?,Outcome,1B outcome,2B outcome,3B outcome
,,Dame,Curveball,FALSE,TRUE,,TRUE,FALSE,FALSE
,,Dame,Fastball,TRUE,FALSE,Out,TRUE,FALSE,FALSE
,,Burns,Curveball,FALSE,FALSE,Walk,TRUE,TRUE,FALSE
,,T. Burton,Fastball,TRUE,TRUE,Hit,TRUE,TRUE,TRUE
,,Riecker,Fastball,FALSE,FALSE,,TRUE,TRUE,TRUE
,,Riecker,Fastball,TRUE,TRUE,Out,FALSE,FALSE,FALSE
Dame,Dean,Jai,Curveball,FALSE,TRUE,,FALSE,FALSE,FALSE
,,Jai,Fastball,TRUE,TRUE,Out,FALSE,FALSE,FALSE
,,Deagle,Curveball,TRUE,TRUE,,FALSE,FALSE,FALSE
,,Deagle,Curveball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,Deagle,Fastball,TRUE,TRUE,,FALSE,FALSE,FALSE
,,Deagle,Curveball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,Deagle,Other,FALSE,FALSE,Walk,TRUE,FALSE,FALSE
,,B. Burton,Fastball,TRUE,TRUE,Out,FALSE,FALSE,FALSE
Jai,Jakin,Dame,Fastball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,Dame,Curveball,TRUE,FALSE,,FALSE,FALSE,FALSE
,,Dame,Fastball,TRUE,TRUE,,FALSE,FALSE,FALSE
,,Dame,Curveball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,Dame,Curveball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,Dame,Fastball,FALSE,FALSE,Walk,TRUE,FALSE,FALSE
,,Burns,Curveball,TRUE,FALSE,,TRUE,FALSE,FALSE
,,Burns,Fastball,TRUE,FALSE,,TRUE,FALSE,FALSE
,,Burns,Curveball,FALSE,FALSE,,TRUE,FALSE,FALSE
,,Burns,Fastball,FALSE,FALSE,,TRUE,FALSE,FALSE
,,Burns,Fastball,FALSE,FALSE,,TRUE,FALSE,FALSE
,,Burns,Fastball,TRUE,TRUE,Out,FALSE,FALSE,FALSE
Dame,Dean,T. Burton,Fastball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,T. Burton,Curveball,TRUE,FALSE,,FALSE,FALSE,FALSE
,,T. Burton,Curveball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,T. Burton,Changeup,FALSE,TRUE,,FALSE,FALSE,FALSE
,,T. Burton,Slider,FALSE,FALSE,,FALSE,FALSE,FALSE
,,T. Burton,Slider,TRUE,TRUE,Out,FALSE,FALSE,FALSE
,,Riecker,Slider,TRUE,TRUE,,FALSE,FALSE,FALSE
,,Riecker,Curveball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,Riecker,Curveball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,Riecker,Fastball,TRUE,TRUE,,FALSE,FALSE,FALSE
,,Riecker,Fastball,TRUE,TRUE,Out,FALSE,FALSE,FALSE
,,Jai,Slider,FALSE,FALSE,,FALSE,FALSE,FALSE
,,Jai,Curveball,FALSE,TRUE,,FALSE,FALSE,FALSE
,,Jai,Slider,TRUE,TRUE,Out,FALSE,FALSE,FALSE
Jai,eddie,Deagle,Fastball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,Deagle,Fastball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,Deagle,Fastball,TRUE,TRUE,,FALSE,FALSE,FALSE
,,Deagle,Fastball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,Deagle,Fastball,FALSE,TRUE,,FALSE,FALSE,FALSE
,,Deagle,Fastball,FALSE,FALSE,Walk,TRUE,FALSE,FALSE
,,B. Burton,Slider,TRUE,FALSE,,TRUE,FALSE,FALSE
,,B. Burton,Slider,TRUE,FALSE,,TRUE,FALSE,FALSE
,,B. Burton,Fastball,FALSE,FALSE,,TRUE,FALSE,FALSE
,,B. Burton,Slider,FALSE,FALSE,,TRUE,FALSE,FALSE
,,B. Burton,Fastball,FALSE,FALSE,,TRUE,FALSE,FALSE
,,B. Burton,Slider,FALSE,TRUE,Out,TRUE,FALSE,FALSE
,,Dame,Slider,FALSE,FALSE,,FALSE,TRUE,FALSE
,,Dame,Fastball,TRUE,FALSE,,FALSE,TRUE,FALSE
,,Dame,Fastball,TRUE,FALSE,,FALSE,TRUE,FALSE
,,Dame,Slider,TRUE,TRUE,Out,FALSE,TRUE,FALSE
,,Burns,Slider,FALSE,FALSE,,FALSE,TRUE,FALSE
,,Burns,Slider,FALSE,FALSE,,FALSE,TRUE,FALSE
,,Burns,Fastball,FALSE,TRUE,,FALSE,TRUE,FALSE
,,Burns,Slider,FALSE,FALSE,,FALSE,TRUE,FALSE
,,Burns,Fastball,FALSE,FALSE,Walk,TRUE,TRUE,FALSE
,,T. Burton,Fastball,TRUE,TRUE,,TRUE,TRUE,FALSE
,,T. Burton,Slider,FALSE,TRUE,,TRUE,TRUE,FALSE
,,T. Burton,Slider,FALSE,FALSE,,TRUE,TRUE,FALSE
,,T. Burton,Slider,TRUE,TRUE,Out,FALSE,FALSE,FALSE
Dame,Puri,jax,Fastball,FALSE,TRUE,,FALSE,FALSE,FALSE
,,jax,Fastball,TRUE,TRUE,,FALSE,FALSE,FALSE
,,jax,Fastball,TRUE,TRUE,,FALSE,FALSE,FALSE
,,jax,Fastball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,jax,Fastball,TRUE,TRUE,Out,FALSE,FALSE,FALSE
,,bowles,Fastball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,bowles,Fastball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,bowles,Fastball,TRUE,FALSE,,FALSE,FALSE,FALSE
,,bowles,Fastball,TRUE,FALSE,,FALSE,FALSE,FALSE
,,bowles,Slider,FALSE,FALSE,,FALSE,FALSE,FALSE
,,bowles,Fastball,TRUE,TRUE,,FALSE,FALSE,FALSE
,,bowles,Slider,FALSE,FALSE,Walk,TRUE,FALSE,FALSE
,,jack m,Curveball,FALSE,FALSE,,TRUE,FALSE,FALSE
,,jack m,Slider,FALSE,FALSE,,TRUE,FALSE,FALSE
,,jack m,Fastball,TRUE,TRUE,,TRUE,FALSE,FALSE
,,jack m,Fastball,FALSE,FALSE,,TRUE,FALSE,FALSE
,,jack m,Fastball,TRUE,TRUE,,TRUE,FALSE,FALSE
,,jack m,Fastball,TRUE,TRUE,,TRUE,FALSE,FALSE
,,jack m,Fastball,TRUE,TRUE,Out,TRUE,FALSE,FALSE
,,simon,Fastball,TRUE,TRUE,,TRUE,FALSE,FALSE
,,simon,Fastball,FALSE,FALSE,,TRUE,FALSE,FALSE
,,simon,Curveball,FALSE,FALSE,,TRUE,FALSE,FALSE
,,simon,Fastball,TRUE,TRUE,Out,FALSE,FALSE,FALSE
Jai,Eddie,jax,Fastball,TRUE,TRUE,,FALSE,FALSE,FALSE
,,jax,Fastball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,jax,Fastball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,jax,Fastball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,jax,Fastball,FALSE,FALSE,Walk,TRUE,FALSE,FALSE
,,bowles,Fastball,TRUE,FALSE,,TRUE,FALSE,FALSE
,,bowles,Slider,TRUE,FALSE,,TRUE,FALSE,FALSE
,,bowles,Fastball,TRUE,TRUE,Out,FALSE,FALSE,FALSE
,,Dame,Slider,FALSE,FALSE,,FALSE,FALSE,FALSE
,,Dame,Fastball,TRUE,FALSE,,FALSE,FALSE,FALSE
,,Dame,Fastball,TRUE,TRUE,Out,FALSE,FALSE,FALSE
Dame,Puri,jack m,Slider,TRUE,FALSE,,FALSE,FALSE,FALSE
,,jack m,Fastball,TRUE,TRUE,Out,FALSE,FALSE,FALSE
,,simon,Slider,FALSE,FALSE,,FALSE,FALSE,FALSE
,,simon,Fastball,TRUE,TRUE,,FALSE,FALSE,FALSE
,,simon,Fastball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,simon,Slider,FALSE,TRUE,,FALSE,FALSE,FALSE
,,simon,Fastball,TRUE,TRUE,,FALSE,FALSE,FALSE
,,simon,Slider,TRUE,TRUE,,FALSE,FALSE,FALSE
,,simon,Slider,FALSE,FALSE,,FALSE,FALSE,FALSE
,,simon,Fastball,TRUE,TRUE,,FALSE,FALSE,FALSE
,,simon,Slider,FALSE,FALSE,,FALSE,FALSE,FALSE
,,simon,Fastball,TRUE,TRUE,Out,FALSE,FALSE,FALSE
,,jai,Slider,TRUE,TRUE,,FALSE,FALSE,FALSE
,,jai,Fastball,TRUE,TRUE,Hit,FALSE,TRUE,FALSE
,,jax,Fastball,FALSE,FALSE,,FALSE,TRUE,FALSE
,,jax,Fastball,TRUE,TRUE,Out,FALSE,FALSE,TRUE
,,bowles,Fastball,FALSE,FALSE,,FALSE,FALSE,TRUE
,,bowles,Fastball,TRUE,FALSE,,FALSE,FALSE,TRUE
,,bowles,Fastball,TRUE,TRUE,,FALSE,FALSE,TRUE
,,bowles,Slider,FALSE,FALSE,,FALSE,FALSE,TRUE
,,bowles,Fastball,TRUE,TRUE,,FALSE,FALSE,TRUE
,,bowles,Fastball,TRUE,FALSE,Out,FALSE,FALSE,FALSE
Jai,eddie,Dame,Fastball,TRUE,FALSE,,FALSE,FALSE,FALSE
,,Dame,Slider,TRUE,FALSE,,FALSE,FALSE,FALSE
,,Dame,Fastball,TRUE,TRUE,,FALSE,FALSE,FALSE
,,Dame,Slider,FALSE,FALSE,,FALSE,FALSE,FALSE
,,Dame,Slider,FALSE,TRUE,Out,FALSE,FALSE,FALSE
,,jack m,Fastball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,jack m,Fastball,FALSE,TRUE,,FALSE,FALSE,FALSE
,,jack m,Fastball,TRUE,TRUE,,FALSE,FALSE,FALSE
,,jack m,Slider,TRUE,FALSE,Out,FALSE,FALSE,FALSE
,,simon,Slider,FALSE,FALSE,,FALSE,FALSE,FALSE
,,simon,Fastball,FALSE,TRUE,,FALSE,FALSE,FALSE
,,simon,Slider,FALSE,FALSE,,FALSE,FALSE,FALSE
,,simon,Fastball,FALSE,TRUE,,FALSE,FALSE,FALSE
,,simon,Slider,TRUE,FALSE,Out,FALSE,FALSE,FALSE
jai,puri,jai,Slider,FALSE,TRUE,,FALSE,FALSE,FALSE
,,jai,Fastball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,jai,Slider,TRUE,TRUE,,FALSE,FALSE,FALSE
,,jai,Fastball,TRUE,TRUE,,FALSE,FALSE,FALSE
,,jai,Slider,FALSE,FALSE,,FALSE,FALSE,FALSE
,,jai,Slider,TRUE,TRUE,Out,FALSE,FALSE,FALSE
,,jax,Slider,TRUE,FALSE,,FALSE,FALSE,FALSE
,,jax,Fastball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,jax,Fastball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,jax,Slider,TRUE,TRUE,Out,FALSE,FALSE,FALSE
,,bowles,Fastball,TRUE,TRUE,Out,FALSE,FALSE,FALSE
Dame,eddie,Dame,Fastball,TRUE,TRUE,,FALSE,FALSE,FALSE
,,Dame,Slider,FALSE,FALSE,,FALSE,FALSE,FALSE
,,Dame,Fastball,TRUE,FALSE,,FALSE,FALSE,FALSE
,,Dame,Slider,TRUE,TRUE,Out,FALSE,FALSE,FALSE
,,jack m,Fastball,FALSE,TRUE,,FALSE,FALSE,FALSE
,,jack m,Fastball,TRUE,TRUE,Out,FALSE,FALSE,FALSE
Simon,linder,jai,Fastball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,jai,Fastball,FALSE,TRUE,,FALSE,FALSE,FALSE
,,jai,Changeup,FALSE,TRUE,,FALSE,FALSE,FALSE
,,jai,Fastball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,jai,Fastball,TRUE,TRUE,,FALSE,FALSE,FALSE
,,jai,Changeup,FALSE,FALSE,,FALSE,FALSE,FALSE
,,jai,Fastball,TRUE,TRUE,Out,FALSE,FALSE,FALSE
,,jax,Fastball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,jax,Fastball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,jax,Fastball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,jax,Fastball,TRUE,FALSE,,FALSE,FALSE,FALSE
,,jax,Fastball,FALSE,FALSE,Walk,TRUE,FALSE,FALSE
,,bowles,Fastball,TRUE,TRUE,Hit,TRUE,TRUE,FALSE
,,Dame,Fastball,FALSE,FALSE,,TRUE,TRUE,FALSE
,,Dame,Fastball,FALSE,FALSE,,TRUE,TRUE,FALSE
,,Dame,Fastball,FALSE,FALSE,,TRUE,TRUE,FALSE
,,Dame,Fastball,FALSE,TRUE,,TRUE,TRUE,FALSE
,,Dame,Fastball,FALSE,TRUE,,TRUE,TRUE,FALSE
,,Dame,Fastball,FALSE,FALSE,Walk,TRUE,TRUE,TRUE
,,jack m,Fastball,TRUE,FALSE,,TRUE,TRUE,TRUE
,,jack m,Curveball,TRUE,FALSE,,TRUE,TRUE,TRUE
,,jack m,Fastball,TRUE,TRUE,Out,TRUE,TRUE,TRUE
,,jai,Fastball,FALSE,TRUE,,TRUE,TRUE,TRUE
,,jai,Slider,FALSE,FALSE,,TRUE,TRUE,TRUE
,,jai,Fastball,TRUE,FALSE,,TRUE,TRUE,TRUE
,,jai,Changeup,FALSE,FALSE,,FALSE,TRUE,TRUE
,,jai,Fastball,FALSE,FALSE,,FALSE,TRUE,TRUE
,,jai,Curveball,FALSE,FALSE,Walk,TRUE,FALSE,TRUE
,,jax,Fastball,FALSE,FALSE,,TRUE,FALSE,TRUE
,,jax,Fastball,FALSE,FALSE,,TRUE,FALSE,TRUE
,,jax,Fastball,TRUE,TRUE,,TRUE,FALSE,TRUE
,,jax,Fastball,FALSE,FALSE,,TRUE,FALSE,TRUE
,,jax,Fastball,TRUE,TRUE,,TRUE,TRUE,TRUE
,,jax,Fastball,FALSE,FALSE,Walk,TRUE,TRUE,TRUE
jai,coop,bowles,Fastball,TRUE,TRUE,,FALSE,FALSE,FALSE
,,bowles,Slider,TRUE,FALSE,,FALSE,FALSE,FALSE
,,bowles,Slider,TRUE,TRUE,Out,FALSE,FALSE,FALSE
,,Dame,Fastball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,Dame,Fastball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,Dame,Fastball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,Dame,Fastball,FALSE,FALSE,Walk,TRUE,FALSE,FALSE
,,jack m,Slider,FALSE,FALSE,,TRUE,FALSE,FALSE
,,jack m,Fastball,TRUE,TRUE,,TRUE,FALSE,FALSE
,,jack m,Fastball,FALSE,FALSE,,TRUE,FALSE,FALSE
,,jack m,Slider,FALSE,FALSE,,FALSE,TRUE,FALSE
,,jack m,Slider,FALSE,TRUE,,FALSE,TRUE,FALSE
,,jack m,Fastball,TRUE,FALSE,Out,FALSE,TRUE,FALSE
,,Simon,Fastball,TRUE,FALSE,,FALSE,TRUE,FALSE
,,Simon,Slider,FALSE,TRUE,,FALSE,TRUE,FALSE
,,Simon,Slider,FALSE,TRUE,Out,FALSE,FALSE,FALSE
,,jai,Fastball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,jai,Slider,FALSE,TRUE,,FALSE,FALSE,FALSE
,,jai,Fastball,FALSE,FALSE,,FALSE,FALSE,FALSE
,,jai,Changeup,FALSE,FALSE,,FALSE,FALSE,FALSE
,,jai,Changeup,FALSE,FALSE,Walk,TRUE,FALSE,FALSE
,,jax,Slider,FALSE,FALSE,,TRUE,FALSE,FALSE
,,jax,Fastball,TRUE,TRUE,,FALSE,FALSE,FALSE
,,jax,Fastball,TRUE,TRUE,Hit,TRUE,TRUE,FALSE
,,bowles,Slider,TRUE,TRUE,Hit,TRUE,TRUE,FALSE
,,Dame,Slider,FALSE,FALSE,,FALSE,TRUE,TRUE
,,Dame,Fastball,TRUE,TRUE,Out,FALSE,TRUE,TRUE
,,jack m,Slider,FALSE,FALSE,,FALSE,TRUE,TRUE
,,jack m,Fastball,FALSE,FALSE,,FALSE,TRUE,TRUE
,,jack m,Fastball,FALSE,FALSE,,FALSE,TRUE,TRUE
,,jack m,Slider,FALSE,FALSE,Walk,TRUE,TRUE,TRUE
,,Jai,Slider,FALSE,FALSE,,TRUE,TRUE,TRUE
,,jai,Fastball,FALSE,FALSE,,TRUE,TRUE,TRUE
,,jai,Slider,TRUE,TRUE,Out,TRUE,TRUE,TRUE
,,jax,Slider,TRUE,FALSE,,TRUE,TRUE,TRUE
,,jax,Fastball,TRUE,TRUE,,TRUE,TRUE,TRUE
,,jax,Slider,FALSE,FALSE,,TRUE,TRUE,TRUE
,,jax,Slider,FALSE,FALSE,,TRUE,TRUE,TRUE
,,jax,Fastball,TRUE,TRUE,Out,FALSE,FALSE,FALSE
,,bowles,Slider,FALSE,FALSE,,FALSE,FALSE,FALSE
,,bowles,Fastball,TRUE,TRUE,,FALSE,FALSE,FALSE
,,bowles,Slider,FALSE,FALSE,,FALSE,FALSE,FALSE
,,bowles,Slider,FALSE,FALSE,,FALSE,FALSE,FALSE
,,bowles,Fastball,TRUE,TRUE,,FALSE,FALSE,FALSE
,,bowles,Slider,FALSE,FALSE,Walk,TRUE,FALSE,FALSE
,,Dame,Slider,FALSE,FALSE,,TRUE,FALSE,FALSE
,,Dame,Fastball,TRUE,FALSE,,TRUE,FALSE,FALSE
,,Dame,Slider,FALSE,FALSE,,TRUE,FALSE,FALSE
,,Dame,Slider,FALSE,FALSE,,TRUE,FALSE,FALSE
,,Dame,Fastball,FALSE,FALSE,Hit,TRUE,TRUE,FALSE
,,jack m,Slider,TRUE,FALSE,,TRUE,TRUE,FALSE
,,jack m,Slider,TRUE,FALSE,,TRUE,TRUE,FALSE
,,jack m,Fastball,TRUE,TRUE,Out,FALSE,FALSE,FALSE
